name:FLÆKKETID,win_rate:0.0,avg_rating:0.0,avg_kills:7.8,avg_deaths:8.0,avg_kast:0.0,avg_adr:0.0,avg_kddiff:-0.2,avg_fkdiff:0.2,rounds_won:11.0,maps_winrate:{mrg:0.0}
name:Bango-I-Karise,win_rate:0.0,avg_rating:0.0,avg_kills:2.3,avg_deaths:2.5,avg_kast:0.0,avg_adr:0.0,avg_kddiff:-0.2,avg_fkdiff:0.5,rounds_won:2.5,maps_winrate:{trn:0.0}
name:Avenue,win_rate:0.5,avg_rating:0.84,avg_kills:12.08,avg_deaths:12.12,avg_kast:0.52,avg_adr:58.44,avg_kddiff:-0.05,avg_fkdiff:-0.05,rounds_won:9.5,maps_winrate:{d2:0.0,mrg:1.0}
name:TEAMGOK,win_rate:0.0,avg_rating:0.0,avg_kills:1.8,avg_deaths:2.6,avg_kast:0.0,avg_adr:0.0,avg_kddiff:-0.8,avg_fkdiff:-0.2,rounds_won:2.0,maps_winrate:{inf:0.0}
name:NecroRaisers,win_rate:0.25,avg_rating:0.42,avg_kills:14.52,avg_deaths:12.35,avg_kast:0.27,avg_adr:29.31,avg_kddiff:2.18,avg_fkdiff:1.05,rounds_won:13.0,maps_winrate:{d2:0.5}
name:naptoR.Factory,win_rate:0.33,avg_rating:0.66,avg_kills:11.48,avg_deaths:9.8,avg_kast:0.41,avg_adr:45.97,avg_kddiff:1.68,avg_fkdiff:0.47,rounds_won:10.42,maps_winrate:{d2:0.0,inf:0.5}
name:Karnage,win_rate:0.0,avg_rating:0.0,avg_kills:4.5,avg_deaths:4.0,avg_kast:0.0,avg_adr:0.0,avg_kddiff:0.5,avg_fkdiff:0.6,rounds_won:5.0,maps_winrate:{d2:0.0}
name:AESTHETIC,win_rate:0.0,avg_rating:0.0,avg_kills:6.9,avg_deaths:5.4,avg_kast:0.0,avg_adr:0.0,avg_kddiff:1.5,avg_fkdiff:0.4,rounds_won:8.0,maps_winrate:{d2:0.0,inf:0.0}
name:AlienTech,win_rate:0.33,avg_rating:1.14,avg_kills:17.13,avg_deaths:15.82,avg_kast:0.74,avg_adr:78.19,avg_kddiff:1.31,avg_fkdiff:0.36,rounds_won:10.63,maps_winrate:{ovp:0.0,mrg:0.8947368421052632}
name:NorthernGrade,win_rate:1.0,avg_rating:0.0,avg_kills:10.4,avg_deaths:8.53,avg_kast:0.0,avg_adr:0.0,avg_kddiff:1.87,avg_fkdiff:0.33,rounds_won:17.0,maps_winrate:{nuke:1.0}
name:Panthers,win_rate:0.27,avg_rating:0.83,avg_kills:14.49,avg_deaths:15.91,avg_kast:0.57,avg_adr:59.13,avg_kddiff:-1.42,avg_fkdiff:-0.22,rounds_won:9.79,maps_winrate:{inf:0.0,nuke:0.0}
name:SteelShock,win_rate:0.0,avg_rating:0.0,avg_kills:5.7,avg_deaths:6.9,avg_kast:0.0,avg_adr:0.0,avg_kddiff:-1.2,avg_fkdiff:0.1,rounds_won:8.5,maps_winrate:{inf:0.0}
name:FlipSid3,win_rate:0.17,avg_rating:1.03,avg_kills:16.58,avg_deaths:17.09,avg_kast:0.68,avg_adr:73.08,avg_kddiff:-0.51,avg_fkdiff:0.19,rounds_won:9.9,maps_winrate:{trn:0.0,nuke:0.6}
name:tmUragan,win_rate:0.0,avg_rating:0.0,avg_kills:6.4,avg_deaths:3.1,avg_kast:0.0,avg_adr:0.0,avg_kddiff:3.3,avg_fkdiff:1.1,rounds_won:6.5,maps_winrate:{inf:0.0,trn:0.0}
name:GGWP.pro,win_rate:0.5,avg_rating:0.0,avg_kills:6.62,avg_deaths:5.12,avg_kast:0.0,avg_adr:0.0,avg_kddiff:1.5,avg_fkdiff:0.6,rounds_won:11.0,maps_winrate:{d2:0.0,inf:1.0}
name:volgare,win_rate:0.2,avg_rating:0.93,avg_kills:16.79,avg_deaths:16.81,avg_kast:0.61,avg_adr:65.58,avg_kddiff:-0.03,avg_fkdiff:0.0,rounds_won:10.4,maps_winrate:{mrg:0.0,trn:0.25}
name:GamePub.ENTiTY,win_rate:0.25,avg_rating:0.0,avg_kills:10.7,avg_deaths:6.8,avg_kast:0.0,avg_adr:0.0,avg_kddiff:3.9,avg_fkdiff:1.1,rounds_won:12.0,maps_winrate:{nuke:0.0,mrg:0.0}
name:proWince,win_rate:0.27,avg_rating:1.01,avg_kills:16.93,avg_deaths:18.31,avg_kast:0.68,avg_adr:72.88,avg_kddiff:-1.38,avg_fkdiff:-0.19,rounds_won:10.67,maps_winrate:{anc:0.0,inf:0.9166666666666666}
name:TEAMGLOBAL,win_rate:0.5,avg_rating:0.0,avg_kills:8.07,avg_deaths:7.23,avg_kast:0.0,avg_adr:0.0,avg_kddiff:0.85,avg_fkdiff:0.15,rounds_won:11.1,maps_winrate:{inf:0.0,mrg:1.0}
name:London Conspiracy,win_rate:0.47,avg_rating:0.0,avg_kills:8.49,avg_deaths:6.97,avg_kast:0.0,avg_adr:0.0,avg_kddiff:1.51,avg_fkdiff:0.32,rounds_won:11.1,maps_winrate:{inf:0.4}
name:noMERCY,win_rate:0.25,avg_rating:0.14,avg_kills:10.38,avg_deaths:9.76,avg_kast:0.11,avg_adr:12.7,avg_kddiff:0.61,avg_fkdiff:0.22,rounds_won:10.35,maps_winrate:{cch:0.0,cbl:1.0}
name:Dobry&Gaming,win_rate:0.37,avg_rating:0.63,avg_kills:13.97,avg_deaths:13.2,avg_kast:0.41,avg_adr:45.65,avg_kddiff:0.77,avg_fkdiff:0.2,rounds_won:11.05,maps_winrate:{trn:0.0,cbl:0.5}
name:KNR,win_rate:0.25,avg_rating:0.92,avg_kills:14.77,avg_deaths:14.82,avg_kast:0.57,avg_adr:63.06,avg_kddiff:-0.05,avg_fkdiff:-0.68,rounds_won:10.17,maps_winrate:{cbl:0.0,cch:0.0}
name:WYBOROWA,win_rate:0.0,avg_rating:0.0,avg_kills:6.2,avg_deaths:6.1,avg_kast:0.0,avg_adr:0.0,avg_kddiff:0.1,avg_fkdiff:0.2,rounds_won:8.0,maps_winrate:{nuke:0.0}
name:Berzerk,win_rate:0.23,avg_rating:1.08,avg_kills:16.75,avg_deaths:16.2,avg_kast:0.69,avg_adr:74.33,avg_kddiff:0.55,avg_fkdiff:0.26,rounds_won:9.63,maps_winrate:{anc:0.0,ovp:0.5833333333333334}
name:PangaFett,win_rate:0.0,avg_rating:0.0,avg_kills:12.8,avg_deaths:6.8,avg_kast:0.0,avg_adr:0.0,avg_kddiff:6.0,avg_fkdiff:1.8,rounds_won:3.5,maps_winrate:{inf:0.0}
name:Vengeance and Evil,win_rate:0.0,avg_rating:0.0,avg_kills:10.7,avg_deaths:11.5,avg_kast:0.0,avg_adr:0.0,avg_kddiff:-0.8,avg_fkdiff:1.0,rounds_won:11.0,maps_winrate:{inf:0.0,mrg:0.0}
name:o4o,win_rate:0.0,avg_rating:0.0,avg_kills:1.4,avg_deaths:1.7,avg_kast:0.0,avg_adr:0.0,avg_kddiff:-0.3,avg_fkdiff:-0.3,rounds_won:1.5,maps_winrate:{trn:0.0}
name:Expert,win_rate:0.15,avg_rating:0.31,avg_kills:11.56,avg_deaths:11.04,avg_kast:0.22,avg_adr:23.93,avg_kddiff:0.52,avg_fkdiff:0.3,rounds_won:9.78,maps_winrate:{cch:0.0,cbl:0.0}
name:OnlineBOTS,win_rate:0.23,avg_rating:0.65,avg_kills:12.36,avg_deaths:11.46,avg_kast:0.41,avg_adr:44.25,avg_kddiff:0.9,avg_fkdiff:0.11,rounds_won:9.4,maps_winrate:{trn:0.0,mrg:0.36363636363636365}
name:KIPSIk's team,win_rate:0.33,avg_rating:0.0,avg_kills:6.76,avg_deaths:6.78,avg_kast:0.0,avg_adr:0.0,avg_kddiff:-0.02,avg_fkdiff:-0.36,rounds_won:9.9,maps_winrate:{d2:0.33}
name:shaker's team,win_rate:0.25,avg_rating:0.0,avg_kills:8.35,avg_deaths:6.32,avg_kast:0.0,avg_adr:0.0,avg_kddiff:2.02,avg_fkdiff:0.6,rounds_won:9.0,maps_winrate:{trn:0.0,d2:1.0}
name:suNny's team,win_rate:0.25,avg_rating:0.0,avg_kills:8.48,avg_deaths:7.81,avg_kast:0.0,avg_adr:0.0,avg_kddiff:0.66,avg_fkdiff:0.22,rounds_won:11.5,maps_winrate:{d2:0.0,inf:0.6666666666666666}
name:allu's team,win_rate:0.12,avg_rating:0.0,avg_kills:12.35,avg_deaths:9.02,avg_kast:0.0,avg_adr:0.0,avg_kddiff:3.32,avg_fkdiff:0.45,rounds_won:9.5,maps_winrate:{mrg:0.0,d2:0.25}
name:Twista's team,win_rate:0.25,avg_rating:0.0,avg_kills:8.39,avg_deaths:7.36,avg_kast:0.0,avg_adr:0.0,avg_kddiff:1.02,avg_fkdiff:0.24,rounds_won:9.75,maps_winrate:{d2:0.0,cch:0.3333333333333333}
name:dRiim's team,win_rate:0.73,avg_rating:0.0,avg_kills:9.62,avg_deaths:9.64,avg_kast:0.0,avg_adr:0.0,avg_kddiff:-0.02,avg_fkdiff:-0.07,rounds_won:14.82,maps_winrate:{nuke:0.5}
name:duffman's team,win_rate:0.29,avg_rating:0.0,avg_kills:7.69,avg_deaths:6.86,avg_kast:0.0,avg_adr:0.0,avg_kddiff:0.83,avg_fkdiff:0.26,rounds_won:10.61,maps_winrate:{mrg:0.0,d2:0.5}
name:Manajuma,win_rate:0.0,avg_rating:0.0,avg_kills:7.67,avg_deaths:5.4,avg_kast:0.0,avg_adr:0.0,avg_kddiff:2.27,avg_fkdiff:0.6,rounds_won:8.0,maps_winrate:{nuke:0.0}
name:NetcodeGuides.com,win_rate:0.36,avg_rating:0.0,avg_kills:6.21,avg_deaths:6.61,avg_kast:0.0,avg_adr:0.0,avg_kddiff:-0.4,avg_fkdiff:-0.05,rounds_won:9.07,maps_winrate:{d2:0.0,nuke:0.6666666666666666}
name:UNNAMED,win_rate:0.21,avg_rating:0.0,avg_kills:7.54,avg_deaths:7.81,avg_kast:0.0,avg_adr:0.0,avg_kddiff:-0.27,avg_fkdiff:0.15,rounds_won:10.05,maps_winrate:{mrg:0.0,d2:0.3333333333333333}
name:es4x,win_rate:0.29,avg_rating:0.0,avg_kills:7.59,avg_deaths:6.25,avg_kast:0.0,avg_adr:0.0,avg_kddiff:1.34,avg_fkdiff:0.05,rounds_won:9.75,maps_winrate:{mrg:0.0,d2:0.6666666666666666}
name:ESG!,win_rate:0.33,avg_rating:0.12,avg_kills:10.38,avg_deaths:9.5,avg_kast:0.08,avg_adr:9.25,avg_kddiff:0.87,avg_fkdiff:0.18,rounds_won:11.02,maps_winrate:{ovp:0.0,cch:0.3333333333333333}
name:Anima,win_rate:0.0,avg_rating:0.0,avg_kills:9.2,avg_deaths:8.6,avg_kast:0.0,avg_adr:0.0,avg_kddiff:0.6,avg_fkdiff:0.6,rounds_won:11.0,maps_winrate:{inf:0.0,trn:0.0}
name:Geduld,win_rate:0.0,avg_rating:0.0,avg_kills:5.0,avg_deaths:4.6,avg_kast:0.0,avg_adr:0.0,avg_kddiff:0.4,avg_fkdiff:-0.1,rounds_won:5.5,maps_winrate:{inf:0.0}
name:Outbreak,win_rate:0.25,avg_rating:0.0,avg_kills:7.87,avg_deaths:7.33,avg_kast:0.0,avg_adr:0.0,avg_kddiff:0.53,avg_fkdiff:0.47,rounds_won:10.83,maps_winrate:{d2:0.0,inf:0.25}
name:Hybrid,win_rate:0.25,avg_rating:0.0,avg_kills:6.65,avg_deaths:7.3,avg_kast:0.0,avg_adr:0.0,avg_kddiff:-0.65,avg_fkdiff:-0.25,rounds_won:9.75,maps_winrate:{nuke:0.0,mrg:0.0}
name:Legacy,win_rate:0.3,avg_rating:1.11,avg_kills:16.89,avg_deaths:16.05,avg_kast:0.7,avg_adr:76.58,avg_kddiff:0.85,avg_fkdiff:0.09,rounds_won:10.27,maps_winrate:{mrg:0.0,trn:0.6808510638297872}
name:INSHOCK,win_rate:0.3,avg_rating:0.0,avg_kills:7.41,avg_deaths:7.61,avg_kast:0.0,avg_adr:0.0,avg_kddiff:-0.2,avg_fkdiff:0.1,rounds_won:10.39,maps_winrate:{d2:0.0,cbl:1.0}
name:FTW.PRO,win_rate:0.2,avg_rating:0.39,avg_kills:11.91,avg_deaths:11.85,avg_kast:0.26,avg_adr:27.79,avg_kddiff:0.06,avg_fkdiff:0.06,rounds_won:10.67,maps_winrate:{cch:0.0,mrg:0.75}
name:Platinium,win_rate:0.23,avg_rating:0.89,avg_kills:15.3,avg_deaths:15.05,avg_kast:0.57,avg_adr:61.71,avg_kddiff:0.25,avg_fkdiff:0.13,rounds_won:10.44,maps_winrate:{trn:0.0,mrg:0.7142857142857143}
name:gBots,win_rate:0.33,avg_rating:0.92,avg_kills:15.42,avg_deaths:15.93,avg_kast:0.6,avg_adr:67.32,avg_kddiff:-0.51,avg_fkdiff:-0.07,rounds_won:10.29,maps_winrate:{mrg:0.36}
name:unu.AiN,win_rate:0.3,avg_rating:0.0,avg_kills:8.82,avg_deaths:7.06,avg_kast:0.0,avg_adr:0.0,avg_kddiff:1.76,avg_fkdiff:0.5,rounds_won:10.33,maps_winrate:{trn:0.0,cch:0.5}
name:ENCORE,win_rate:0.43,avg_rating:0.81,avg_kills:14.18,avg_deaths:14.36,avg_kast:0.53,avg_adr:57.02,avg_kddiff:-0.18,avg_fkdiff:-0.07,rounds_won:11.27,maps_winrate:{trn:0.0,mrg:0.7058823529411765}
name:tomtebloss,win_rate:0.0,avg_rating:0.0,avg_kills:8.25,avg_deaths:4.95,avg_kast:0.0,avg_adr:0.0,avg_kddiff:3.3,avg_fkdiff:0.55,rounds_won:3.5,maps_winrate:{d2:0.0}
name:MTW,win_rate:0.17,avg_rating:0.0,avg_kills:8.06,avg_deaths:6.24,avg_kast:0.0,avg_adr:0.0,avg_kddiff:1.82,avg_fkdiff:0.3,rounds_won:9.94,maps_winrate:{mrg:0.0,d2:0.3333333333333333}
name:Joutsenlaulu,win_rate:0.0,avg_rating:0.0,avg_kills:6.0,avg_deaths:6.5,avg_kast:0.0,avg_adr:0.0,avg_kddiff:-0.5,avg_fkdiff:0.0,rounds_won:8.0,maps_winrate:{mrg:0.0,d2:0.0}
name:ajuri,win_rate:0.28,avg_rating:0.77,avg_kills:14.62,avg_deaths:14.91,avg_kast:0.51,avg_adr:55.66,avg_kddiff:-0.29,avg_fkdiff:-0.02,rounds_won:10.49,maps_winrate:{ovp:0.0,d2:0.0}
name:naMNam,win_rate:0.5,avg_rating:0.0,avg_kills:9.65,avg_deaths:4.95,avg_kast:0.0,avg_adr:0.0,avg_kddiff:4.7,avg_fkdiff:1.1,rounds_won:11.0,maps_winrate:{cch:0.5}
name:RCTIC,win_rate:0.2,avg_rating:1.07,avg_kills:16.71,avg_deaths:16.81,avg_kast:0.7,avg_adr:76.08,avg_kddiff:-0.11,avg_fkdiff:0.06,rounds_won:9.93,maps_winrate:{cbl:0.0,mrg:0.5416666666666666}
name:Games4u,win_rate:0.37,avg_rating:0.41,avg_kills:12.29,avg_deaths:11.44,avg_kast:0.26,avg_adr:28.74,avg_kddiff:0.85,avg_fkdiff:0.34,rounds_won:10.08,maps_winrate:{cbl:0.0,mrg:0.6666666666666666}
name:MARVEL,win_rate:0.0,avg_rating:0.0,avg_kills:4.5,avg_deaths:4.3,avg_kast:0.0,avg_adr:0.0,avg_kddiff:0.2,avg_fkdiff:-0.4,rounds_won:5.0,maps_winrate:{d2:0.0}
name:PENTA,win_rate:0.27,avg_rating:1.08,avg_kills:16.52,avg_deaths:16.21,avg_kast:0.69,avg_adr:74.92,avg_kddiff:0.31,avg_fkdiff:-0.01,rounds_won:10.0,maps_winrate:{d2:0.0,trn:0.7575757575757576}
name:team,win_rate:0.0,avg_rating:0.0,avg_kills:7.7,avg_deaths:6.7,avg_kast:0.0,avg_adr:0.0,avg_kddiff:1.0,avg_fkdiff:-0.3,rounds_won:9.5,maps_winrate:{trn:0.0,inf:0.0}
name:Cyprus,win_rate:0.3,avg_rating:0.13,avg_kills:7.28,avg_deaths:9.72,avg_kast:0.12,avg_adr:13.99,avg_kddiff:-2.44,avg_fkdiff:-0.76,rounds_won:8.35,maps_winrate:{cch:0.0,d2:1.0}
name:Wolves,win_rate:0.25,avg_rating:0.77,avg_kills:13.1,avg_deaths:12.75,avg_kast:0.48,avg_adr:52.66,avg_kddiff:0.35,avg_fkdiff:-0.78,rounds_won:9.25,maps_winrate:{inf:0.0,mrg:0.5}
name:Cloud9,win_rate:0.3,avg_rating:1.05,avg_kills:16.75,avg_deaths:16.68,avg_kast:0.71,avg_adr:72.19,avg_kddiff:0.07,avg_fkdiff:-0.05,rounds_won:11.6,maps_winrate:{anc:0.0,ovp:0.6896551724137931}
name:Malta,win_rate:0.33,avg_rating:0.0,avg_kills:5.8,avg_deaths:6.7,avg_kast:0.0,avg_adr:0.0,avg_kddiff:-0.9,avg_fkdiff:0.17,rounds_won:9.0,maps_winrate:{d2:0.0,inf:0.5}
name:NO SIR!,win_rate:0.31,avg_rating:0.0,avg_kills:10.06,avg_deaths:7.65,avg_kast:0.0,avg_adr:0.0,avg_kddiff:2.41,avg_fkdiff:0.09,rounds_won:11.88,maps_winrate:{inf:0.0,d2:0.5}
name:Faroe Islands,win_rate:0.0,avg_rating:0.0,avg_kills:4.0,avg_deaths:5.2,avg_kast:0.0,avg_adr:0.0,avg_kddiff:-1.2,avg_fkdiff:-0.7,rounds_won:5.5,maps_winrate:{nuke:0.0}
name:A-Gaming,win_rate:0.25,avg_rating:0.0,avg_kills:7.1,avg_deaths:6.67,avg_kast:0.0,avg_adr:0.0,avg_kddiff:0.43,avg_fkdiff:0.16,rounds_won:9.35,maps_winrate:{cch:0.0,mrg:0.3333333333333333}
name:dope,win_rate:0.21,avg_rating:0.0,avg_kills:9.8,avg_deaths:8.54,avg_kast:0.0,avg_adr:0.0,avg_kddiff:1.26,avg_fkdiff:0.04,rounds_won:10.19,maps_winrate:{cch:0.0,inf:0.0}
name:TTC,win_rate:0.4,avg_rating:1.17,avg_kills:17.98,avg_deaths:15.83,avg_kast:0.73,avg_adr:79.99,avg_kddiff:2.15,avg_fkdiff:0.48,rounds_won:10.97,maps_winrate:{nuke:0.0,mrg:0.6666666666666666}
name:NewStyle,win_rate:0.36,avg_rating:0.97,avg_kills:15.4,avg_deaths:15.86,avg_kast:0.61,avg_adr:68.69,avg_kddiff:-0.46,avg_fkdiff:-0.77,rounds_won:10.07,maps_winrate:{mrg:0.0,trn:1.0}
name:Orbit,win_rate:0.37,avg_rating:1.08,avg_kills:17.19,avg_deaths:16.01,avg_kast:0.68,avg_adr:73.71,avg_kddiff:1.18,avg_fkdiff:0.23,rounds_won:10.83,maps_winrate:{d2:0.0,trn:0.7222222222222222}
name:Cytik,win_rate:0.0,avg_rating:0.0,avg_kills:4.8,avg_deaths:5.0,avg_kast:0.0,avg_adr:0.0,avg_kddiff:-0.2,avg_fkdiff:0.4,rounds_won:5.0,maps_winrate:{mrg:0.0}
name:Armata,win_rate:0.25,avg_rating:0.0,avg_kills:10.2,avg_deaths:8.35,avg_kast:0.0,avg_adr:0.0,avg_kddiff:1.85,avg_fkdiff:-0.25,rounds_won:11.5,maps_winrate:{d2:0.0,inf:0.5}
name:SKDC,win_rate:0.23,avg_rating:1.05,avg_kills:16.73,avg_deaths:17.41,avg_kast:0.69,avg_adr:75.25,avg_kddiff:-0.68,avg_fkdiff:-0.17,rounds_won:10.17,maps_winrate:{inf:0.0,nuke:0.25}
name:Mobility,win_rate:0.33,avg_rating:0.0,avg_kills:4.68,avg_deaths:4.85,avg_kast:0.0,avg_adr:0.0,avg_kddiff:-0.17,avg_fkdiff:0.38,rounds_won:8.17,maps_winrate:{mrg:0.0,inf:0.3333333333333333}
name:savage,win_rate:0.33,avg_rating:0.6,avg_kills:10.56,avg_deaths:9.57,avg_kast:0.36,avg_adr:39.45,avg_kddiff:0.99,avg_fkdiff:0.17,rounds_won:9.83,maps_winrate:{inf:0.0,d2:0.6666666666666666}
name:LunatiK,win_rate:0.33,avg_rating:0.39,avg_kills:10.84,avg_deaths:10.24,avg_kast:0.25,avg_adr:27.36,avg_kddiff:0.59,avg_fkdiff:0.2,rounds_won:10.49,maps_winrate:{inf:0.0,mrg:0.75}
name:FiMAGi,win_rate:0.0,avg_rating:0.29,avg_kills:7.8,avg_deaths:9.9,avg_kast:0.26,avg_adr:27.2,avg_kddiff:-2.1,avg_fkdiff:-0.1,rounds_won:5.0,maps_winrate:{inf:0.0}
name:The Lone Rangers,win_rate:0.5,avg_rating:0.0,avg_kills:8.38,avg_deaths:7.15,avg_kast:0.0,avg_adr:0.0,avg_kddiff:1.23,avg_fkdiff:0.17,rounds_won:10.13,maps_winrate:{cch:0.5}
name:myXMG fe,win_rate:0.25,avg_rating:0.0,avg_kills:7.42,avg_deaths:6.86,avg_kast:0.0,avg_adr:0.0,avg_kddiff:0.56,avg_fkdiff:0.6,rounds_won:9.5,maps_winrate:{inf:0.0,nuke:0.0}
name:31337,win_rate:0.27,avg_rating:0.17,avg_kills:10.72,avg_deaths:11.05,avg_kast:0.12,avg_adr:13.56,avg_kddiff:-0.33,avg_fkdiff:-0.01,rounds_won:10.98,maps_winrate:{mrg:0.0,cch:0.6}
name:HAXCON,win_rate:0.5,avg_rating:0.0,avg_kills:6.93,avg_deaths:7.33,avg_kast:0.0,avg_adr:0.0,avg_kddiff:-0.4,avg_fkdiff:-0.27,rounds_won:10.67,maps_winrate:{cbl:0.5}
name:EZpeezy,win_rate:0.0,avg_rating:0.0,avg_kills:7.8,avg_deaths:13.0,avg_kast:0.0,avg_adr:0.0,avg_kddiff:-5.2,avg_fkdiff:-1.4,rounds_won:9.0,maps_winrate:{d2:0.0}
name:Vination,win_rate:0.25,avg_rating:0.0,avg_kills:5.95,avg_deaths:7.13,avg_kast:0.0,avg_adr:0.0,avg_kddiff:-1.18,avg_fkdiff:0.03,rounds_won:9.5,maps_winrate:{inf:0.0,trn:0.0}
name:fusd0,win_rate:0.0,avg_rating:0.0,avg_kills:1.8,avg_deaths:3.4,avg_kast:0.0,avg_adr:0.0,avg_kddiff:-1.6,avg_fkdiff:0.0,rounds_won:3.0,maps_winrate:{inf:0.0}
name:ZYLEX,win_rate:0.0,avg_rating:0.0,avg_kills:10.4,avg_deaths:9.8,avg_kast:0.0,avg_adr:0.0,avg_kddiff:0.6,avg_fkdiff:0.4,rounds_won:13.0,maps_winrate:{mrg:0.0}
name:Bizounours,win_rate:0.0,avg_rating:0.0,avg_kills:10.5,avg_deaths:8.9,avg_kast:0.0,avg_adr:0.0,avg_kddiff:1.6,avg_fkdiff:1.0,rounds_won:7.5,maps_winrate:{d2:0.0}
name:iGamerz,win_rate:0.5,avg_rating:0.0,avg_kills:6.92,avg_deaths:5.52,avg_kast:0.0,avg_adr:0.0,avg_kddiff:1.4,avg_fkdiff:0.52,rounds_won:11.67,maps_winrate:{mrg:0.0,d2:1.0}
name:ePlay,win_rate:0.33,avg_rating:0.0,avg_kills:7.47,avg_deaths:9.6,avg_kast:0.0,avg_adr:0.0,avg_kddiff:-2.13,avg_fkdiff:-0.43,rounds_won:9.5,maps_winrate:{d2:0.0,cbl:1.0}
name:AMNESIA,win_rate:0.33,avg_rating:0.0,avg_kills:4.43,avg_deaths:4.23,avg_kast:0.0,avg_adr:0.0,avg_kddiff:0.2,avg_fkdiff:0.2,rounds_won:7.83,maps_winrate:{mrg:0.0,cbl:0.0}
name:Isak,win_rate:0.33,avg_rating:0.75,avg_kills:13.98,avg_deaths:13.3,avg_kast:0.48,avg_adr:51.95,avg_kddiff:0.67,avg_fkdiff:0.1,rounds_won:9.64,maps_winrate:{ovp:0.0,mrg:0.5}
name:ZZCY,win_rate:0.36,avg_rating:0.62,avg_kills:15.76,avg_deaths:15.32,avg_kast:0.41,avg_adr:45.41,avg_kddiff:0.44,avg_fkdiff:0.1,rounds_won:11.27,maps_winrate:{trn:0.0,mrg:0.6666666666666666}
name:Nface.GM,win_rate:0.31,avg_rating:0.0,avg_kills:10.34,avg_deaths:6.52,avg_kast:0.0,avg_adr:0.0,avg_kddiff:3.81,avg_fkdiff:0.64,rounds_won:10.5,maps_winrate:{inf:0.0,cch:0.5}
name:pow,win_rate:0.3,avg_rating:0.0,avg_kills:7.72,avg_deaths:7.05,avg_kast:0.0,avg_adr:0.0,avg_kddiff:0.67,avg_fkdiff:0.08,rounds_won:9.66,maps_winrate:{cch:0.0,d2:0.6666666666666666}
name:RatsOfTheYear,win_rate:0.57,avg_rating:0.3,avg_kills:12.76,avg_deaths:11.4,avg_kast:0.2,avg_adr:21.17,avg_kddiff:1.36,avg_fkdiff:0.44,rounds_won:14.93,maps_winrate:{cch:0.67}
name:Cyborg Factory,win_rate:0.0,avg_rating:0.0,avg_kills:3.3,avg_deaths:3.8,avg_kast:0.0,avg_adr:0.0,avg_kddiff:-0.5,avg_fkdiff:-0.1,rounds_won:3.5,maps_winrate:{mrg:0.0}
name:Hanat auki,win_rate:0.25,avg_rating:0.0,avg_kills:6.75,avg_deaths:7.4,avg_kast:0.0,avg_adr:0.0,avg_kddiff:-0.65,avg_fkdiff:-0.25,rounds_won:10.12,maps_winrate:{mrg:0.0,cch:0.0}
name:Superstars,win_rate:0.31,avg_rating:0.6,avg_kills:11.29,avg_deaths:9.38,avg_kast:0.35,avg_adr:39.02,avg_kddiff:1.91,avg_fkdiff:0.59,rounds_won:8.31,maps_winrate:{cch:0.0,d2:0.6666666666666666}
name:Jynttä,win_rate:0.39,avg_rating:0.0,avg_kills:10.48,avg_deaths:7.52,avg_kast:0.0,avg_adr:0.0,avg_kddiff:2.96,avg_fkdiff:0.49,rounds_won:10.56,maps_winrate:{d2:0.0,inf:0.6666666666666666}
name:myMDL,win_rate:0.12,avg_rating:0.0,avg_kills:10.42,avg_deaths:7.75,avg_kast:0.0,avg_adr:0.0,avg_kddiff:2.68,avg_fkdiff:0.62,rounds_won:10.62,maps_winrate:{d2:0.0,mrg:0.25}
name:GL SHAKER,win_rate:0.25,avg_rating:0.0,avg_kills:8.12,avg_deaths:7.15,avg_kast:0.0,avg_adr:0.0,avg_kddiff:0.98,avg_fkdiff:0.75,rounds_won:10.12,maps_winrate:{cch:0.5}
name:GPlay,win_rate:0.27,avg_rating:0.0,avg_kills:8.59,avg_deaths:7.71,avg_kast:0.0,avg_adr:0.0,avg_kddiff:0.89,avg_fkdiff:0.17,rounds_won:9.67,maps_winrate:{mrg:0.0,d2:0.6666666666666666}
name:PB,win_rate:0.5,avg_rating:0.0,avg_kills:6.48,avg_deaths:9.45,avg_kast:0.0,avg_adr:0.0,avg_kddiff:-2.97,avg_fkdiff:-0.08,rounds_won:10.5,maps_winrate:{d2:0.0,mrg:1.0}
name:juho's team,win_rate:0.44,avg_rating:0.0,avg_kills:11.49,avg_deaths:9.57,avg_kast:0.0,avg_adr:0.0,avg_kddiff:1.91,avg_fkdiff:0.5,rounds_won:11.19,maps_winrate:{mrg:0.0,d2:0.6666666666666666}
name:naSu's team,win_rate:0.25,avg_rating:0.0,avg_kills:10.06,avg_deaths:10.48,avg_kast:0.0,avg_adr:0.0,avg_kddiff:-0.41,avg_fkdiff:0.41,rounds_won:11.25,maps_winrate:{d2:0.0,nuke:0.0}
name:fAlsu's team,win_rate:0.29,avg_rating:0.0,avg_kills:6.11,avg_deaths:5.59,avg_kast:0.0,avg_adr:0.0,avg_kddiff:0.53,avg_fkdiff:0.04,rounds_won:8.79,maps_winrate:{inf:0.0,cch:0.0}
name:sAw's team,win_rate:0.73,avg_rating:0.0,avg_kills:10.82,avg_deaths:7.8,avg_kast:0.0,avg_adr:0.0,avg_kddiff:3.02,avg_fkdiff:0.75,rounds_won:15.64,maps_winrate:{mrg:0.8}
